show_title,weekly_hours_viewed,month_of_year,year,category,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,directors,directors_name,date_temp,quarter,quart_years
Wrong Side of the Tracks,161390000,March,2023,TV,tt13980362,tvSeries,Wrong Side of the Tracks,Entrevías,NO,2021.0,,79.0,"Action,Adventure,Crime",6.9,4211.0,"nm0580319,nm0749650,nm0274606,nm0647099","Oriol Ferrer, Iñaki Mercero, Luis Oliveros, Alberto Ruiz Rojo",2023-03-01,1,2023-Q1
Shadow and Bone,150800000,March,2023,TV,tt14515582,tvEpisode,Shadow and Bone,Shadow and Bone,NO,2021.0,,,Talk-Show,5.2,45.0,,,2023-03-01,1,2023-Q1
MH370: The Plane That Disappeared,98820000,March,2023,TV,tt26739535,tvMiniSeries,MH370: The Plane That Disappeared,MH370: The Plane That Disappeared,NO,2023.0,2023,158.0,Documentary,6.1,12915.0,nm3024648,Louise Malkinson,2023-03-01,1,2023-Q1
Crash Course in Romance,76190000,March,2023,TV,tt24578016,tvSeries,Crash Course in Romance,Crash Course in Romance,NO,2023.0,2023,75.0,"Comedy,Drama,Romance",7.8,3687.0,nm6563433,Je Won Yu,2023-03-01,1,2023-Q1
Perfect Match,73100000,March,2023,TV,tt23731242,tvSeries,Perfect Match,Perfect Match,NO,2023.0,,60.0,"Reality-TV,Romance",5.9,1478.0,nm2427231,Anthony Gonzales,2023-03-01,1,2023-Q1
Triptych,62440000,March,2023,TV,tt20565150,tvSeries,Triptych,Triada,NO,2023.0,,45.0,"Drama,Mystery,Thriller",6.3,2425.0,"nm5264971,nm2390116","Leonardo D'Antoni, Alba Gil",2023-03-01,1,2023-Q1
The Night Agent,531240000,April,2023,TV,tt13918776,tvSeries,The Night Agent,The Night Agent,NO,2023.0,,45.0,"Action,Drama,Thriller",7.5,96146.0,"nm0035060,nm0272704,nm1164861,nm1310794,nm0791381","Adam Arkin, Guy Ferland, Millicent Shelton, Seth Gordon, Ramaa Mosley",2023-04-01,2,2023-Q2
Love Is Blind,183670000,April,2023,TV,tt22029218,tvEpisode,Love Is Blind,Love Is Blind,NO,2022.0,,,"Action,Crime,Drama",7.7,313.0,nm0143984,Jon Cassar,2023-04-01,2,2023-Q2
BEEF,171750000,April,2023,TV,tt14421452,tvEpisode,BEEF,BEEF,NO,2021.0,,22.0,Documentary,,,nm3993783,Adrian Halter,2023-04-01,2,2023-Q2
The Marked Heart,153680000,April,2023,TV,tt18974572,tvSeries,The Marked Heart,Pálpito,NO,2022.0,,45.0,"Drama,Thriller",6.5,3620.0,nm6690751,Camilo Vega,2023-04-01,2,2023-Q2
The Diplomat,123940000,April,2023,TV,tt17001504,tvSeries,The Diplomat,The Diplomat,NO,2023.0,,50.0,"Drama,Thriller",6.8,2056.0,"nm0655627,nm0002991","Jill Robertson, Jennie Paddon",2023-04-01,2,2023-Q2
Queenmaker,86820000,April,2023,TV,tt26350158,tvSeries,Queenmaker,Kwinmeikeo,NO,2023.0,,60.0,Drama,7.5,1142.0,nm6857499,Jin Suk Oh,2023-04-01,2,2023-Q2
Welcome to Eden,80170000,April,2023,TV,tt13457822,tvSeries,Welcome to Eden,Bienvenidos a Edén,NO,2022.0,2023,40.0,"Action,Drama,Sci-Fi",5.6,7247.0,"nm2038223,nm0280669,nm1882666,nm1662715","Menna Fité, Juanma R. Pachón, Denis Rovira van Boekholt, Daniel Benmayor",2023-04-01,2,2023-Q2
The Glory,75030000,April,2023,TV,tt21344706,tvSeries,The Glory,Deo geullori,NO,2022.0,,50.0,"Drama,Mystery,Thriller",8.1,22558.0,nm7270570,Ahn Gil-ho,2023-04-01,2,2023-Q2
Obsession,68010000,April,2023,TV,tt27617249,short,Obsession,Obsession,NO,2023.0,,12.0,"Short,Thriller",,,nm14041634,Angus Baird,2023-04-01,2,2023-Q2
Sweet Tooth,67570000,April,2023,TV,tt27437910,tvEpisode,Sweet Tooth,Sweet Tooth,NO,2023.0,,25.0,Talk-Show,,,,,2023-04-01,2,2023-Q2
Florida Man,55690000,April,2023,TV,tt14509130,tvMiniSeries,Florida Man,Florida Man,NO,2023.0,2023,354.0,"Crime,Drama,Mystery",6.7,10248.0,"nm2223783,nm0267497,nm0163988,nm0037708","Miguel Arteta, Clark Gregg, Julian Farino, Haifaa Al-Mansour",2023-04-01,2,2023-Q2
Queen Charlotte: A Bridgerton Story,432250000,May,2023,TV,tt14661396,tvMiniSeries,Queen Charlotte: A Bridgerton Story,Queen Charlotte: A Bridgerton Story,NO,2023.0,2023,347.0,"Drama,History,Romance",7.4,48263.0,nm0894225,Tom Verica,2023-05-01,2,2023-Q2
Firefly Lane,141970000,May,2023,TV,tt24084708,tvEpisode,Firefly Lane,Firefly Lane,NO,2022.0,,,Talk-Show,6.7,17.0,,,2023-05-01,2,2023-Q2
Sweet Tooth,140930000,May,2023,TV,tt27437910,tvEpisode,Sweet Tooth,Sweet Tooth,NO,2023.0,,25.0,Talk-Show,,,,,2023-05-01,2,2023-Q2
"XO, Kitty",135860000,May,2023,TV,tt14490706,tvSeries,"XO, Kitty","XO, Kitty",NO,2023.0,,30.0,"Comedy,Drama,Romance",6.5,11768.0,"nm0036496,nm1088461,nm2048922,nm2408871","Jennifer Arnold, Jeff Chan, Katina Medina Mora, Pamela Romanowsky",2023-05-01,2,2023-Q2
The Marked Heart,100020000,May,2023,TV,tt18974572,tvSeries,The Marked Heart,Pálpito,NO,2022.0,,45.0,"Drama,Thriller",6.5,3620.0,nm6690751,Camilo Vega,2023-05-01,2,2023-Q2
Bridgerton,91300000,May,2023,TV,tt13900198,tvEpisode,Bridgerton,Bridgerton,NO,2021.0,,,Talk-Show,4.3,46.0,"nm1367063,nm4371747","Joe Guidry, Jon Mackey",2023-05-01,2,2023-Q2
FUBAR,88940000,May,2023,TV,tt26935718,short,FUBAR,FUBAR,NO,2023.0,,12.0,"Action,Crime,Short",,,nm12417465,Taber Johnson,2023-05-01,2,2023-Q2
Doctor Cha,84960000,May,2023,TV,tt27075857,tvSeries,Doctor Cha Jeong Suk,Doctor Cha,,2023.0,,60.0,Drama,7.5,1528.0,nm5215240,Dae-jin Kim,2023-05-01,2,2023-Q2
Muted,81620000,May,2023,TV,tt20477492,tvMiniSeries,Muted,El silencio,NO,2023.0,2023,,"Crime,Drama,Mystery",5.6,4236.0,"nm2688320,nm1878916,nm1680361","Aitor Gabilondo, Esteban Crespo, Gabe Ibáñez",2023-05-01,2,2023-Q2
Black Knight,79400000,May,2023,TV,tt17013106,tvSeries,Black Knight,Black Knight,NO,2023.0,,45.0,"Action,Adventure,Sci-Fi",6.4,6656.0,nm5485972,Ui Seok Cho,2023-05-01,2,2023-Q2
The Night Agent,76670000,May,2023,TV,tt13918776,tvSeries,The Night Agent,The Night Agent,NO,2023.0,,45.0,"Action,Drama,Thriller",7.5,96146.0,"nm0035060,nm0272704,nm1164861,nm1310794,nm0791381","Adam Arkin, Guy Ferland, Millicent Shelton, Seth Gordon, Ramaa Mosley",2023-05-01,2,2023-Q2
Fake Profile,196840000,June,2023,TV,tt14494938,tvSeries,Fake Profile,Perfil falso,NO,2023.0,,35.0,"Drama,Romance,Thriller",5.7,3479.0,"nm2111394,nm3061515","Catalina Hernández, Klych López",2023-06-01,2,2023-Q2
Never Have I Ever,179910000,June,2023,TV,tt14262436,tvEpisode,Never Have I Ever,Never Have I Ever,NO,2022.0,,43.0,"Biography,Crime,Drama",6.9,284.0,nm0158966,Lisa Cholodenko,2023-06-01,2,2023-Q2
Manifest,178630000,June,2023,TV,tt22768182,short,Manifest,Manifest,NO,2022.0,,11.0,"Comedy,Short",,,nm8640512,Raquelle Wallace,2023-06-01,2,2023-Q2
FUBAR,170110000,June,2023,TV,tt26935718,short,FUBAR,FUBAR,NO,2023.0,,12.0,"Action,Crime,Short",,,nm12417465,Taber Johnson,2023-06-01,2,2023-Q2
The Surrogacy,137600000,June,2023,TV,tt27787160,tvSeries,The Surrogacy,Madre de alquiler,NO,2023.0,,45.0,Drama,5.9,459.0,"nm0230352,nm0753826","Walter Doehner, Jorge Rios Villanueva",2023-06-01,2,2023-Q2
Bloodhounds,131170000,June,2023,TV,tt26315487,tvSeries,Bloodhounds,Bloodhounds,NO,2023.0,,60.0,"Action,Crime,Drama",8.1,9475.0,nm8460699,Joo-hwan Kim,2023-06-01,2,2023-Q2
Black Mirror,125000000,June,2023,TV,tt26246546,tvEpisode,Black Mirror,Black Mirror,NO,2023.0,,,"Action,Crime,Drama",7.2,202.0,nm0211523,Jean de Segonzac,2023-06-01,2,2023-Q2
The Good Bad Mother,66470000,June,2023,TV,tt27042206,tvSeries,The Good Bad Mother,The Good Bad Mother,NO,2023.0,,70.0,"Comedy,Crime,Drama",8.4,3484.0,nm9200214,Na-Yeon Shim,2023-06-01,2,2023-Q2
Doctor Cha,54670000,June,2023,TV,tt27075857,tvSeries,Doctor Cha Jeong Suk,Doctor Cha,,2023.0,,60.0,Drama,7.5,1528.0,nm5215240,Dae-jin Kim,2023-06-01,2,2023-Q2
THE DAYS,54260000,June,2023,TV,tt22074484,tvMiniSeries,The Days,The Days,,2023.0,2023.0,60.0,"Drama,History,Thriller",7.2,5558.0,"nm2371638,nm0620378","Hideo Nakata, Masaki Nishiura",2023-06-01,2,2023-Q2
Arnold,48710000,June,2023,TV,tt27713897,tvMiniSeries,Arnold,Arnold,NO,2023.0,2023,180.0,"Biography,Documentary",8.0,18487.0,nm2026261,Lesley Chilcott,2023-06-01,2,2023-Q2
The Witcher,307000000,July,2023,TV,tt28248176,tvEpisode,The Witcher,The Witcher,NO,2023.0,,,Talk-Show,6.7,19.0,,,2023-07-01,3,2023-Q3
King the Land,236700000,July,2023,TV,tt26693803,tvSeries,King the Land,King Deo Raendeu,NO,2023.0,,60.0,"Comedy,Romance",4.5,130325.0,,,2023-07-01,3,2023-Q3
The Lincoln Lawyer,164000000,July,2023,TV,tt13833978,tvSeries,The Lincoln Lawyer,The Lincoln Lawyer,NO,2022.0,,60.0,"Crime,Drama,Mystery",7.7,59729.0,"nm0343622,nm3311110,nm0002704,nm2451007,nm0624423,nm1032600,nm0825630,nm0940668,nm0295107,nm0004554,nm0401960","Bill D'Elia, Ben Hernandez Bray, Liz Friedlander, David Grossman, Ted Humphrey, Antonio Negret, Shana Stein, Kate Woods, Rob Seidenglanz, Erin Feeley, Alonso Alvarez",2023-07-01,3,2023-Q3
The Surrogacy,127500000,July,2023,TV,tt27787160,tvSeries,The Surrogacy,Madre de alquiler,NO,2023.0,,45.0,Drama,5.9,459.0,"nm0230352,nm0753826","Walter Doehner, Jorge Rios Villanueva",2023-07-01,3,2023-Q3
Celebrity,113200000,July,2023,TV,tt26315488,tvSeries,Celebrity,Selleobeuriti,NO,2023.0,,60.0,"Drama,Mystery,Thriller",7.4,4160.0,nm1957161,Cheol-gyu Kim,2023-07-01,3,2023-Q3
Sweet Magnolias,85400000,July,2023,TV,tt9077540,tvSeries,Sweet Magnolias,Sweet Magnolias,NO,2020.0,,,"Drama,Romance",7.3,23564.0,"nm0118665,nm0068953,nm0632598,nm0005559,nm1062017,nm0932112,nm1707540,nm2022694","Kelli Williams, Mary Lou Belli, Norman Buckley, Laura Nisbet-Peters, Mykelti Williamson, Yangzom Brauen, Joy Lane, Lauren Petzke",2023-07-01,3,2023-Q3
Suits,67200000,July,2023,TV,tt28074445,short,Suits,Suits,NO,2022.0,,,"Sci-Fi,Short",,,nm13645292,Ishmael Ribeiro Pina,2023-07-01,3,2023-Q3
See You in My 19th Life,67000000,July,2023,TV,tt27838483,tvSeries,See You in My 19th Life,See You in My 19th Life,NO,2023.0,,70.0,"Comedy,Drama,Fantasy",7.7,6936.0,nm5711202,Lee Na-jeong,2023-07-01,3,2023-Q3
Fatal Seduction,62400000,July,2023,TV,tt27951663,tvSeries,Fatal Seduction,Fatal Seduction,NO,2023.0,,30.0,"Crime,Drama,Mystery",4.8,1208.0,"nm2537990,nm7197054,nm5579954","Johnny Barbuzano, Zuko Nodada, Nthabiseng Mokoena",2023-07-01,3,2023-Q3
Too Hot to Handle,59300000,July,2023,TV,tt27816669,tvEpisode,Too Hot to Handle,Too Hot to Handle,YES,2023.0,,6.0,"Adult,Animation,Drama",,,"nm14872779,nm14872780","AgentBlue, AgentRedGirl",2023-07-01,3,2023-Q3
Burn the House Down,52100000,July,2023,TV,tt21327000,tvMiniSeries,Burn the House Down,"Mitaraike, Enjou Suru",NO,2023.0,,45.0,"Drama,Mystery,Thriller",6.6,1189.0,"nm2601775,nm3871818","Yûichirô Hirakawa, Kôji Kôtoku",2023-07-01,3,2023-Q3
The Lincoln Lawyer,172000000,August,2023,TV,tt13833978,tvSeries,The Lincoln Lawyer,The Lincoln Lawyer,NO,2022.0,,60.0,"Crime,Drama,Mystery",7.7,59729.0,"nm0343622,nm3311110,nm0002704,nm2451007,nm0624423,nm1032600,nm0825630,nm0940668,nm0295107,nm0004554,nm0401960","Bill D'Elia, Ben Hernandez Bray, Liz Friedlander, David Grossman, Ted Humphrey, Antonio Negret, Shana Stein, Kate Woods, Rob Seidenglanz, Erin Feeley, Alonso Alvarez",2023-08-01,3,2023-Q3
King the Land,165400000,August,2023,TV,tt26693803,tvSeries,King the Land,King Deo Raendeu,NO,2023.0,,60.0,"Comedy,Romance",4.5,130325.0,,,2023-08-01,3,2023-Q3
Painkiller,117800000,August,2023,TV,tt27590075,tvSeries,Painkiller,Painkiller,NO,2024.0,,,Drama,,,nm3307527,Gabriela Pichler,2023-08-01,3,2023-Q3
The Witcher,77400000,August,2023,TV,tt28248176,tvEpisode,The Witcher,The Witcher,NO,2023.0,,,Talk-Show,6.7,19.0,,,2023-08-01,3,2023-Q3
Who is Erin Carter?,75400000,August,2023,TV,tt18075020,tvMiniSeries,Who Is Erin Carter?,Who Is Erin Carter?,,2023.0,2023.0,338.0,"Action,Adventure,Crime",6.5,15918.0,"nm0915416,nm1419947,nm0247123","Bill Eagles, Ashley Way, Savina Dellicour",2023-08-01,3,2023-Q3
Mask Girl,70000000,August,2023,TV,tt26258200,tvSeries,Mask Girl,Maseukeugeol,NO,2023.0,,60.0,"Comedy,Drama,Thriller",7.4,5882.0,nm9573987,Kim Yong-hoon,2023-08-01,3,2023-Q3
Baki Hanma,60700000,August,2023,TV,tt13357140,tvSeries,Baki Hanma,Hanma Baki: Son of Ogre,NO,2021.0,,25.0,"Action,Animation,Drama",6.9,3679.0,nm0386185,Toshiki Hirano,2023-08-01,3,2023-Q3
DEPP V HEARD,59600000,August,2023,TV,tt27541298,tvMiniSeries,Depp V Heard,Depp V Heard,,2023.0,2023.0,146.0,"Crime,Documentary",5.0,6492.0,nm5887182,Emma Cooper,2023-08-01,3,2023-Q3
A Perfect Story,57900000,August,2023,TV,tt23183618,tvMiniSeries,A Perfect Story,Un cuento perfecto,NO,2023.0,2023,220.0,"Drama,Romance",7.4,3154.0,nm6603169,Chloé Wallace,2023-08-01,3,2023-Q3
The Tailor,56600000,August,2023,TV,tt27461785,short,The Tailor,The Tailor,NO,2023.0,,11.0,"Documentary,Short",,,nm9465961,Carl Copeland,2023-08-01,3,2023-Q3
Heartstopper,55500000,August,2023,TV,tt27033071,short,Heartstopper,Heartstopper,NO,2022.0,,14.0,"Musical,Short",7.8,5.0,nm11788033,Zachary Fried,2023-08-01,3,2023-Q3
ONE PIECE,407900000,September,2023,TV,tt11737520,tvSeries,One Piece,One Piece,,2023.0,,60.0,"Action,Adventure,Comedy",8.4,115804.0,"nm1305344,nm0816074,nm2827467,nm2129610","Tim Southam, Marc Jobst, Josef Kubota Wladyka, Emma Sullivan",2023-09-01,3,2023-Q3
Virgin River,179400000,September,2023,TV,tt9077530,tvSeries,Virgin River,Virgin River,NO,2019.0,,44.0,"Drama,Romance",7.4,49184.0,"nm0939869,nm0586539,nm0367523,nm0593618,nm0001513,nm0877617,nm0222668,nm2240418,nm3345300,nm2085189","Tim Matheson, Siobhan Devine, Gail Harvey, Andy Mikita, Monika Mitchell, Jann Turner, Martin Wood, Felipe Rodriguez, Nimisha Mukerji, Jem Garrard",2023-09-01,3,2023-Q3
Dear Child,173300000,September,2023,TV,tt20863760,tvMiniSeries,Dear Child,Liebes Kind,NO,2023.0,2023,286.0,"Crime,Drama,Mystery",7.3,17168.0,"nm0458562,nm4897207","Isabel Kleefeld, Julian Pörksen",2023-09-01,3,2023-Q3
Who is Erin Carter?,152900000,September,2023,TV,tt18075020,tvMiniSeries,Who Is Erin Carter?,Who Is Erin Carter?,,2023.0,2023.0,338.0,"Action,Adventure,Crime",6.5,15918.0,"nm0915416,nm1419947,nm0247123","Bill Eagles, Ashley Way, Savina Dellicour",2023-09-01,3,2023-Q3
Sex Education,97600000,September,2023,TV,tt11483716,tvEpisode,Sex Education,Sex Education,NO,2019.0,,,Comedy,,,nm8555597,Blake Skuse,2023-09-01,3,2023-Q3
Burning Body,95000000,September,2023,TV,tt22073352,tvMiniSeries,Burning Body,El cuerpo en llamas,NO,2023.0,2023,394.0,"Biography,Crime,Drama",6.7,3944.0,"nm0563760,nm0868441","Laura Mañá, Jorge Torregrossa",2023-09-01,3,2023-Q3
Ragnarok,92900000,September,2023,TV,tt27504868,tvEpisode,Ragnarok,Ragnarok,NO,2023.0,,,,,,,,2023-09-01,3,2023-Q3
A Time Called You,73800000,September,2023,TV,tt21627438,tvSeries,A Time Called You,A Time Called You,NO,2023.0,,60.0,"Drama,Fantasy,Romance",7.8,2379.0,nm5225025,Kim Jin-won,2023-09-01,3,2023-Q3
Destined with You,66300000,September,2023,TV,tt27974068,tvSeries,Destined with You,Destined with You,NO,2023.0,,70.0,"Drama,Fantasy,Romance",7.7,2055.0,nm5425534,Nam Ki Hoon,2023-09-01,3,2023-Q3
Top Boy,47300000,September,2023,TV,tt1830379,tvSeries,Top Boy,Top Boy,NO,2011.0,2023,60.0,"Crime,Drama,Thriller",8.4,36141.0,"nm4824780,nm1312919,nm1743387,nm3594884,nm5179060,nm3232264,nm4090848,nm4804442,nm7114996","Yann Demange, Jonathan van Tulleken, Reinaldo Marcus Green, Brady Hood, Aneil Karia, Nia DaCosta, Myriam Raja, William Stefan Smith, Koby Adom",2023-09-01,3,2023-Q3
Mask Girl,35600000,September,2023,TV,tt26258200,tvSeries,Mask Girl,Maseukeugeol,NO,2023.0,,60.0,"Comedy,Drama,Thriller",7.4,5882.0,nm9573987,Kim Yong-hoon,2023-09-01,3,2023-Q3
Lupin,267800000,October,2023,TV,tt2531336,tvSeries,Lupin,Lupin,NO,2021.0,,45.0,"Action,Crime,Drama",7.5,128516.0,"nm0312315,nm0076307,nm1164755,nm0343898,nm1888700,nm0504642","Ludovic Bernard, Hugo Gélin, Daniel Grou, Louis Leterrier, Xavier Gens, Marcela Said",2023-10-01,4,2023-Q4
Sex Education,229000000,October,2023,TV,tt11483716,tvEpisode,Sex Education,Sex Education,NO,2019.0,,,Comedy,,,nm8555597,Blake Skuse,2023-10-01,4,2023-Q4
Beckham,146500000,October,2023,TV,tt14524712,tvMiniSeries,Beckham,Beckham,NO,2023.0,2023,285.0,"Biography,Documentary,Sport",8.2,17688.0,nm0001770,Fisher Stevens,2023-10-01,4,2023-Q4
The Fall of the House of Usher,117200000,October,2023,TV,tt15567174,tvMiniSeries,The Fall of the House of Usher,The Fall of the House of Usher,NO,2023.0,2023,493.0,"Drama,Horror,Mystery",8.1,41540.0,"nm0277342,nm1093039","Michael Fimognari, Mike Flanagan",2023-10-01,4,2023-Q4
Love Is Blind,117100000,October,2023,TV,tt22029218,tvEpisode,Love Is Blind,Love Is Blind,NO,2022.0,,,"Action,Crime,Drama",7.7,313.0,nm0143984,Jon Cassar,2023-10-01,4,2023-Q4
Pact of Silence,112100000,October,2023,TV,tt29195231,tvSeries,Pact of Silence,Pacto De Silencio,NO,2023.0,,,"Crime,Drama,Thriller",6.8,381.0,"nm1370405,nm0898213","Carlos Villegas Rosales, Mauricio Corredor",2023-10-01,4,2023-Q4
ONE PIECE,72400000,October,2023,TV,tt11737520,tvSeries,One Piece,One Piece,,2023.0,,60.0,"Action,Adventure,Comedy",8.4,115804.0,"nm1305344,nm0816074,nm2827467,nm2129610","Tim Southam, Marc Jobst, Josef Kubota Wladyka, Emma Sullivan",2023-10-01,4,2023-Q4
Destined with You,71600000,October,2023,TV,tt27974068,tvSeries,Destined with You,Destined with You,NO,2023.0,,70.0,"Drama,Fantasy,Romance",7.7,2055.0,nm5425534,Nam Ki Hoon,2023-10-01,4,2023-Q4
Dear Child,48500000,October,2023,TV,tt20863760,tvMiniSeries,Dear Child,Liebes Kind,NO,2023.0,2023,286.0,"Crime,Drama,Mystery",7.3,17168.0,"nm0458562,nm4897207","Isabel Kleefeld, Julian Pörksen",2023-10-01,4,2023-Q4
Virgin River,48500000,October,2023,TV,tt9077530,tvSeries,Virgin River,Virgin River,NO,2019.0,,44.0,"Drama,Romance",7.4,49184.0,"nm0939869,nm0586539,nm0367523,nm0593618,nm0001513,nm0877617,nm0222668,nm2240418,nm3345300,nm2085189","Tim Matheson, Siobhan Devine, Gail Harvey, Andy Mikita, Monika Mitchell, Jann Turner, Martin Wood, Felipe Rodriguez, Nimisha Mukerji, Jem Garrard",2023-10-01,4,2023-Q4
Bodies,42000000,October,2023,TV,tt18347622,tvMiniSeries,Bodies,Bodies,NO,2023.0,2023,455.0,"Crime,Drama,History",7.5,7977.0,"nm0471086,nm6468760","Marco Kreuzpaintner, Haolu Wang",2023-10-01,4,2023-Q4
